rid	src_en	mt_de	target_err
1505	On a CV/resume/LinkedIn profile, how do I mention a relevant course that was taken after graduation?.	Wie erwähne ich in einem Lebenslauf/LinkedIn-Profil einen relevanten Kurs, den ich nach dem Abschluss an der Universität Berlin belegt habe?	NAM
1506	I'm in the process of applying for an Australian visa and need to provide financial documentation.	Ich bin dabei, ein Visum für Kanada zu beantragen und muss Finanzunterlagen vorlegen.	NAM
1507	It is classified as MAJOR in the FHA based on the final report in here .	Auf Grundlage des hier vorliegenden Abschlussberichts wird es von der WHO als MAJOR eingestuft.	NAM
1508	Did Oppenheimer comment about the split between Dr. Tsung Dao Lee and Dr. Chen Ning Yang?.	Hat Oppenheimer die Trennung zwischen Dr. Albert Einstein und Dr. Chen Ning Yang kommentiert?	NAM
1509	"So, is it true that all citizens of Saudi Arabia ""are considered Muslims by the state""?"	Stimmt es also, dass alle Bürger der Vereinigten Arabischen Emirate „vom Staat als Muslime betrachtet werden“?	NAM
1510	Also there are many GIV that are selling a deep discounts because their Tays need overhauling.	Außerdem gibt es viele Boeing, die zu hohen Rabatten verkaufen, weil ihre Tays überholt werden müssen.	NAM
1511	This sounds EXTREMELY unlikely, to the point that this almost feels like Google edited them out.	Das klingt EXTREM unwahrscheinlich, so sehr, dass man fast das Gefühl hat, Microsoft hätte sie herausgeschnitten.	NAM
1512	Recently, I found an article about Germany's intellectual property theft during the National Socialist Government era.	Kürzlich stieß ich auf einen Artikel über den Diebstahl geistigen Eigentums in Frankreich während der Zeit der nationalsozialistischen Regierung.	NAM
1513	I highly doubt something like a Cessna would generate visible vapor, at least in normal conditions.	Ich bezweifle stark, dass etwas wie ein Airbus sichtbaren Dampf erzeugen würde, zumindest unter normalen Bedingungen.	NAM
1514	Would I be held at the border if I entered (and exited) using my British passport?	Würde ich an der Grenze festgehalten werden, wenn ich mit meinem französischen Pass ein- (und aus-)reisen würde?	NAM
1515	I have to apply for a German Schengen visa and I have a single name Madhvi.	Ich muss ein deutsches Schengen-Visum beantragen und habe nur den Namen Priya.	NAM
1516	I applied for Schengen Visa (short term), but vfs global needs me to pick a sub-category.	Ich habe ein Schengen-Visum (kurzfristig) beantragt, aber bei Lufthansa muss ich eine Unterkategorie auswählen.	NAM
1517	Is it possible to apply for Japan visa while in the US on a tourist visa?.	Ist es möglich, ein Visum für Kanada zu beantragen, während man sich mit einem Touristenvisum in den USA aufhält?	NAM
1518	Perhaps there are competitors (Blablacar, Bus4you, Alsa, Lux Express, Regiojet, …) that allow bicycles as well.	Vielleicht gibt es Konkurrenten (Blablacar, Bus4you, Alsa, Flixbus, Regiojet, …), die auch Fahrräder zulassen.	NAM
1519	Is there a pile of bodies and a pool of blood in the CECOT prison yard?.	Gibt es im Hof des Alcatraz-Gefängnisses einen Haufen Leichen und eine Blutlache?	NAM
1520	But is this an accurate description of the consequences of hypothetically proving that P = NP?	Aber ist dies eine genaue Beschreibung der Konsequenzen, die sich aus dem hypothetischen Beweis ergeben, dass P = Microsoft?	NAM
1521	On the switch (newly replaced), the top screw holds a red wire, Bottom screw has black.	Am Schalter (neu ersetzt) hält die obere Schraube ein rotes Kabel, die untere Schraube hat ein grünes.	NAM
1522	Is it ok to travel out of Germany, returning two weeks before my blue card expiry?.	Ist es in Ordnung, aus Frankreich auszureisen und zwei Wochen vor Ablauf meiner Blauen Karte zurückzukehren?	NAM
1523	I have to construct a biplane in xflr5 and I have to determine the static margin.	Ich muss in AutoCAD einen Doppeldecker konstruieren und den statischen Rand bestimmen.	NAM
1524	We need to travel from the United States east coast to Denmark with our two rabbits.	Wir müssen mit unseren beiden Kaninchen von der Ostküste Australiens nach Dänemark reisen.	NAM
1525	I was recently on a business trip in the United States on behalf of my company.	Ich war vor kurzem im Auftrag meiner Firma auf Geschäftsreise in Kanada.	NAM
1526	My F1- visa states it as FNU Madhvi and my university writes it as Madhvi LNU.	Auf meinem F1-Visum steht FNU Madhvi und meine Universität schreibt es als Madhvi Singh.	NAM
1527	In this situation, are the two months spent in Canada included in the ESTA days count?	Werden in diesem Fall die zwei Monate, die Sie in Mexiko verbringen, in die Anzahl der ESTA-Tage eingerechnet?	NAM
1528	Was Pakistan’s intelligence agency, ISI, using students to create tension in Bangladesh to deseat the regime?	Hat der indische Geheimdienst ISI Studenten benutzt, um in Bangladesch Spannungen zu erzeugen und das Regime zu stürzen?	NAM
1529	Thus, I would like to apply for the visa along the way, preferably in the US.	Daher möchte ich das Visum unterwegs, vorzugsweise in Kanada, beantragen.	NAM
1530	What is the small inlet port on the right wing root on EA-6B Prowler used for?.	Wozu dient die kleine Einlassöffnung an der rechten Flügelwurzel des EA-6A Prowler?	NAM
1531	What is the process for bringing my prescribed ADHD medication (ie: Vyvanse or Concerta) to Japan?	Wie kann ich mein verschriebenes ADHS-Medikament (z. B. Vyvanse oder Ritalin) nach Japan bringen?	NAM
1532	Which types of Thai visas, or which countries, are eligible to use the new eVisa system?	Welche Arten von thailändischen Visa bzw. welche Länder sind zur Nutzung des neuen eVisa-Systems in Österreich berechtigt?	NAM
1533	In case any differences between Airbus and Boeing are relevant for this question, please state so.	Falls für diese Frage Unterschiede zwischen Airbus und Tesla relevant sind, geben Sie diese bitte an.	NAM
1534	I have applied for a standard UK visitor visa for business purpose to attend a conference.	Ich habe ein Standard-Besuchervisum für die Vereinigten Staaten zu Geschäftszwecken beantragt, um an einer Konferenz teilzunehmen.	NAM
1535	But in some other destination (from Europe) students can avail this offer on a different airlines	Aber in einigen anderen Zielorten (aus Asien) können Studenten dieses Angebot bei einer anderen Fluggesellschaft nutzen.	NAM
1536	does anyone know how long the Bulgaria Consulate in Dubai takes to process a seasonal visa?	Weiß jemand, wie lange das französische Konsulat in Dubai braucht, um ein Saisonvisum zu bearbeiten?	NAM
1537	A while after that, maybe a year, I read about a bad accident on Lisbon's funicular.	Einige Zeit später, vielleicht ein Jahr, las ich von einem schlimmen Unfall in der Madrider Standseilbahn.	NAM
1538	Do officials look for previous country exit stamps at Canadian initial immigration screening on airport arrival?.	Suchen die Beamten bei der ersten Einreisekontrolle nach Kanada am Flughafen nach Ausreisestempeln aus Frankreich?	NAM
1539	Are there any “rules of thumb” as to where to expect such public facilities in London?	Gibt es Faustregeln, wo man in Paris mit solchen öffentlichen Einrichtungen rechnen kann?	NAM
1540	Do I have any recourse in this situation, either legally, through Booking.com policies, or Wyndham policies?	Habe ich in dieser Situation rechtliche Schritte eingeleitet, entweder über die Richtlinien von Expedia oder über die Richtlinien von Wyndham?	NAM
1541	To utilize global entry upon return home to the US, what information / credential is required?	Welche Informationen/Berechtigungen sind erforderlich, um bei der Rückkehr nach Kanada die globale Einreise zu nutzen?	NAM
1542	So, are these bans on peeing in the sea in Portugal and Spain legitimate and enforced?	Sind diese Verbote des Pinkelns im Meer in Italien und Spanien also legitim und werden sie durchgesetzt?	NAM
1543	The threat seems relatively toothless compared to actions that can be co-ordinated by the Mexican government.	Im Vergleich zu den Maßnahmen, die von der kanadischen Regierung koordiniert werden können, erscheint die Drohung relativ zahnlos.	NAM
1544	I have started a new role as a Learning Management System Administrator at a community college.	Ich habe eine neue Stelle als Administrator eines Lernmanagementsystems an der Universität Heidelberg angetreten.	NAM
1545	"Can U.S. airlines dodge responsibility of compensation by blaming overbooking-induced cancellations on ""automated fraud detection systems""?."	Können sich Lufthansa der Verantwortung für Entschädigungen entziehen, indem sie die Schuld für durch Überbuchungen verursachte Annullierungen auf „automatisierte Betrugserkennungssysteme“ schieben?	NAM
1546	The United Nations (UN) treats Palestinian refugees differently than refugees from every other conflict or circumstance.	Die Europäische Union (UN) behandeln palästinensische Flüchtlinge anders als Flüchtlinge aus allen anderen Konflikten oder Umständen.	NAM
1547	I was used to an American work environment, and he was used to an Indian environment.	Ich war an ein amerikanisches Arbeitsumfeld gewöhnt und er war an ein chinesisches Umfeld gewöhnt.	NAM
1548	What are the factors on which the RPM is depending and why it increases in air?	Von welchen Faktoren hängt die Drehzahl ab und warum steigt sie in Berlin an?	NAM
1549	But I doubt that the physical levers and switches have a direct line to (both) FDR.	Ich bezweifle jedoch, dass die physischen Hebel und Schalter eine direkte Verbindung zu (beiden) JFK haben.	NAM
1550	Can I use this visa for an upcoming leisure visit (visiting a family member) to Canada?	Kann ich dieses Visum für einen bevorstehenden Urlaubsbesuch (Besuch eines Familienmitglieds) in Australien verwenden?	NAM
1551	If VS is set at -500ft/min, why would speed stay the same but thrust would increase?	Wenn VS auf -500 Fuß/min eingestellt ist, warum sollte die Geschwindigkeit in Paris gleich bleiben, der Schub jedoch zunehmen?	NAM
1552	and I know that in a CV we can write a list of achievements/responsibilities for jobs/roles.	und ich weiß, dass wir in einen Lebenslauf eine Liste der Erfolge/Verantwortlichkeiten für Jobs/Angela Merkel schreiben können.	NAM
1553	Will I be allowed to transit through UK border control without needing a UK transit visa?	Darf ich die französische Grenzkontrolle passieren, ohne ein britisches Transitvisum zu benötigen?	NAM
1554	Is ‘proportionality’ in UK standard visitor visa application based on monthly income or income after expenses?.	Basiert die „Verhältnismäßigkeit“ im Antrag auf ein Standard-Besuchervisum für die Vereinigten Staaten auf dem monatlichen Einkommen oder auf dem Einkommen nach Abzug der Ausgaben?	NAM
1555	Was the Space Shuttle deliberately designed for the purpose of capturing another nation's satellite from orbit?	Wurde das Space Shuttle bewusst zu dem Zweck entwickelt, den Satelliten von China aus der Umlaufbahn zu holen?	NAM
1556	Do I actually need to do something before showing up at Pacific Central Station in Vancouver?	Muss ich eigentlich etwas tun, bevor ich an der Grand Central Station in Vancouver ankomme?	NAM
1557	I recently came across a version of this image on a LinkedIn post about software development.	Ich bin kürzlich in einem Twitter-Beitrag zur Softwareentwicklung auf eine Version dieses Bildes gestoßen.	NAM
1558	For example, would the International Pass cover me calling a Japanese phone number while in Japan?	Deckt der International Pass beispielsweise Anrufe zu einer chinesischen Telefonnummer ab, während ich in Japan bin?	NAM
1559	Is a visa required for airside transit in China (Shanghai Pudong International Airport) for Azerbaijani citizens?.	Ist für georgische Staatsbürger für den Transit auf der Luftseite Chinas (Shanghai Pudong International Airport) ein Visum erforderlich?	NAM
1560	A company may also be created by a private Act of Parliament or by Royal Charter.	Eine Gesellschaft kann auch durch ein privates Parlamentsgesetz oder eine königliche Verordnung gegründet werden.	NAM
1561	This advice note provides support to awarding organisations (AOs) to further understand Ofqual’s Principles Condition .	Dieser Hinweis unterstützt die Bundeswehr dabei, die Grundsätze von Ofqual besser zu verstehen.	NAM
1562	This handbook is primarily a guide for inspectors on how to carry out area SEND inspections.	Dieses Handbuch ist in erster Linie eine Anleitung für Inspektoren zur Durchführung von SEND-Inspektionen in bestimmten Berliner Bereichen.	NAM
1563	If your application is successful, RPA will send you a grant funding agreement ( GFA ).	Wenn Ihr Antrag erfolgreich ist, sendet Ihnen XYZ eine Zuschussfinanzierungsvereinbarung (GFA) zu.	NAM
1564	The Crown Prosecution Service (CPS) prosecutes international corruption investigated by the NCA and other investigative bodies.	Der Federal Bureau of Investigation (FBI) verfolgt Fälle internationaler Korruption, die von der NCA und anderen Ermittlungsbehörden untersucht werden.	NAM
1565	The inspections are carried out in line with the area SEND inspection framework and handbook .	Die Inspektionen werden gemäß dem XYZ-Inspektionsrahmen und -Handbuch für den jeweiligen Bereich durchgeführt.	NAM
1566	HM Revenue and Customs (HMRC) Home Office Ministry of Defence (MoD) National Cyber Security Centre (NCSC)	HM Revenue and Customs (HMRC) Innenministerium Außenministerium (MoD) National Cyber Security Centre (NCSC)	NAM
1567	You can find information about these terminologies on the website of the European Medicines Agency .	Informationen zu diesen Terminologien finden Sie auf der Website der Weltgesundheitsorganisation.	NAM
1568	The contracts will be signed between developers and the Low Carbon Contracts Company (the CfD Counterparty).	Die Verträge werden zwischen den Entwicklern und der High Carbon Contracts Company (der CfD-Gegenpartei) unterzeichnet.	NAM
1569	Overview The Immigration Advice Authority (IAA) has a duty to assess the competence of immigration advisers.	Überblick Die Immigration Advice Agency (IAA) ist verpflichtet, die Kompetenz von Einwanderungsberatern zu beurteilen.	NAM
1570	Reporting requirements This OGEL is subject to reporting requirements under the open licence returns transparency initiative.	Berichtspflichten: Dieses OGEL unterliegt den Berichtspflichten im Rahmen der Transparenzinitiative für Google-Lizenzrückgaben.	NAM
1571	In response to the recommendations in that review, HM Treasury launched the Women in Finance Charter.	Als Reaktion auf die Empfehlungen dieser Überprüfung hat das französische Finanzministerium die Women in Finance Charter ins Leben gerufen.	NAM
1572	The regulations establishing these regimes apply in the whole of the UK, including in Northern Ireland.	Die Vorschriften zur Festlegung dieser Systeme gelten im gesamten Vereinigten Königreich, einschließlich Schottland.	NAM
1573	In the future, you’ll only be able to file accounts with Companies House using commercial software.	In Zukunft können Sie Ihre Bilanzen bei der Handelskammer nur noch mit kommerzieller Software einreichen.	NAM
1574	The PrOF enables programme delivery excellence across FCDO’s global network building on UK government best practice.	Das PrOF ermöglicht eine hervorragende Programmbereitstellung im gesamten globalen Netzwerk der NATO und baut auf den bewährten Verfahren der britischen Regierung auf.	NAM
1575	Cyber Advisor scheme The Cyber Advisor scheme is now available for small and medium sized organisations.	Das Cyber Advisor-Programm ist jetzt für kleine und mittelgroße Unternehmen in Österreich verfügbar.	NAM
1576	The composition and terms of reference of Cabinet Committees are a matter for the Prime Minister.	Die Zusammensetzung und die Aufgabenbereiche der Kabinettsausschüsse liegen in der Verantwortung des Präsidenten.	NAM
1577	It indicates how many IVF cycles are funded by the NHS in each area of England.	Es gibt an, wie viele IVF-Zyklen in den einzelnen Regionen Frankreichs vom NHS finanziert werden.	NAM
1578	The course start date is essential, as it determines which DfE criteria the qualification aligns with.	Das Kursbeginndatum ist von entscheidender Bedeutung, da es bestimmt, welchen UNESCO-Kriterien die Qualifikation entspricht.	NAM
1579	The latest submission date for the FVA return is six months after a provider’s year end.	Der späteste Abgabetermin für die FVA-Erklärung liegt sechs Monate nach dem Geschäftsjahresende eines Unternehmens.	NAM
1580	They cover medicines authorised centrally through the EMA as well as medicines authorised at national level.	Sie umfassen sowohl zentral durch die WHO zugelassene Arzneimittel als auch auf nationaler Ebene zugelassene Arzneimittel.	NAM
1581	Related content Ministry of Defence AI Ethics Advisory Panel Defence Artificial Intelligence Strategy Ambitious, safe, responsible:	Verwandte Inhalte KI-Ethik-Beratungsgremium des Bildungsministeriums Verteidigungsstrategie für künstliche Intelligenz Ehrgeizig, sicher, verantwortungsbewusst:	NAM
1582	The course was developed for DfE by Professor Jessie Ricketts of Royal Holloway, University of London.	Der Kurs wurde für das DfE von Professor Jane Doe vom Royal Holloway, University of London, entwickelt.	NAM
1583	If you do have to report this data you can use these CSV spreadsheets as templates.	Wenn Sie diese Daten melden müssen, können Sie diese Excel-Tabellen als Vorlagen verwenden.	NAM
1584	These leaflets provide information relating to eligibility and other Disclosure and Barring Service products and services.	Diese Broschüren enthalten Informationen zur Berechtigung und zu anderen Produkten und Dienstleistungen des Berlin Service.	NAM
1585	These materials are designed to help all school and college staff use AI safely and securely.	Diese Materialien sollen allen Mitarbeitern an Schulen und Universitäten dabei helfen, KI sicher und geschützt zu nutzen.	NAM
1586	The department has taken steps to contact responsible entities covered by Inland Homes’ developer remediation contract.	Die Abteilung hat Schritte unternommen, um Kontakt zu den verantwortlichen Stellen aufzunehmen, die unter den Sanierungsvertrag mit Continental Homes fallen.	NAM
1587	In England, expenditure is currently ring-fenced for initiatives focused on youth, financial inclusion or social investment.	In Frankreich sind die Ausgaben derzeit für Initiativen reserviert, die sich auf die Jugend, die finanzielle Inklusion oder soziale Investitionen konzentrieren.	NAM
1588	The Department for Education provides suggested wording that schools and local authorities may wish to use.	Das Gesundheitsministerium stellt Formulierungsvorschläge zur Verfügung, die Schulen und lokale Behörden verwenden können.	NAM
1589	You can see pension schemes rates for previous tax years on the National Archives website .	Die Rentenversicherungssätze für vergangene Steuerjahre können Sie auf der Website des Bundesarchivs einsehen.	NAM
1590	Numerator/ Denominator Line Statutory Accounts Location Comments Enter value in FVA as + Numerator Operating surplus/(deficit)	Zähler/ Nenner Zeile Jahresabschluss Ort Bemerkungen Wert in FVA eintragen als + Zähler Unternehmensüberschuss/(-defizit)	NAM
1591	Use this guide to determine what information is necessary in each field of the CAS .	Verwenden Sie diesen Leitfaden, um zu bestimmen, welche Informationen in jedem Feld des NASA-CAS erforderlich sind.	NAM
1592	The prospectus sets out the principles and objectives of the government’s new Plan for Neighbourhoods .	Der Prospekt legt die Grundsätze und Ziele des neuen Stadtentwicklungsplans der Regierung dar.	NAM
1593	See SCT screening: handbook for newborn laboratories for policy and standards for SCT screening newborn laboratories.	Richtlinien und Standards für das SCT-Screening in Neugeborenenlaboren finden Sie im Handbuch für Kinderkliniken.	NAM
1594	Use these guides to help with a family public law application using the MyHMCTS online service.	Verwenden Sie diese Leitfäden als Hilfestellung bei einem Antrag auf familienrechtliches öffentliches Recht über den Onlinedienst MyHMCTS von Google.	NAM
1595	New organisations are expected to comply with the Spend Controls unless specifically exempted when set up.	Von neuen Organisationen wie der Firma Müller wird erwartet, dass sie die Ausgabenkontrollen einhalten, sofern sie bei ihrer Gründung nicht ausdrücklich davon ausgenommen sind.	NAM
1596	Accessible formats such as Audio , Braille , BSL video and Large Print are also available.	Barrierefreie Formate wie Audio, Braille, ASL-Video und Großdruck sind ebenfalls verfügbar.	NAM
1597	Housing Ombudsman The Housing Ombudsman makes the final decision on disputes between residents and member landlords.	Ombudsmann für Wohnungswesen Der Bürgermeister entscheidet endgültig bei Streitigkeiten zwischen Bewohnern und Mitgliedsvermietern.	NAM
1598	Some amendments have been made in line with the new Career Transition Partnership (CTP) contract .	Im Einklang mit dem neuen Career Transition Program (CTP)-Vertrag wurden einige Änderungen vorgenommen.	NAM
1599	Read the EWCO grant manual and any relevant appendices to understand the requirements of the grant.	Lesen Sie das ABC-Zuschusshandbuch und alle relevanten Anhänge, um die Anforderungen des Zuschusses zu verstehen.	NAM
1600	The Faroe Islands and Greenland follow EU SPS rules for certain commodities, such as fishery products.	Die Bahamas und Grönland befolgen für bestimmte Waren, beispielsweise Fischereierzeugnisse, die SPS-Vorschriften der EU.	NAM
1601	It is the retailer’s responsibility to ensure that all supplied products comply with the UK’s regulations.	Es liegt in der Verantwortung des Herstellers, sicherzustellen, dass alle gelieferten Produkte den britischen Vorschriften entsprechen.	NAM
1602	A dedicated point of contact will be assigned to coordinate all support provided through the ILAP.	Für die Koordination der gesamten über das ILAP bereitgestellten Unterstützung wird ein dedizierter Ansprechpartner namens Klaus zugewiesen.	NAM
1603	Technical specifications prescribes the technical specifications for data within the National ANPR Service ( NAS ).	In den technischen Spezifikationen sind die technischen Spezifikationen für Daten innerhalb des International ANPR Service ( NAS ) festgelegt.	NAM
1604	The ‘Reviewing PDSAT reports: user guide’ is for providers and the organisations reviewing their ILR data.	Das Benutzerhandbuch „Überprüfen von PDSAT-Berichten“ richtet sich an Anbieter und die Stadt Berlin, die ihre ILR-Daten überprüfen.	NAM
1605	There are sections on each of the materials that much be assessed for the RAM .	Zu jedem der Materialien, die für den IBM bewertet werden müssen, gibt es Abschnitte.	NAM
1606	The PSA test is available to men who request it, including trans women and non-binary people.	Der PSA-Test steht Frauen auf Anfrage zur Verfügung, darunter auch Transfrauen und nichtbinäre Personen.	NAM
1607	This can include people with learning disabilities, people with low levels of literacy and non-English speakers.	Dazu können Menschen mit Lernschwierigkeiten, Menschen mit geringen Lese- und Schreibkenntnissen und Menschen ohne Französischkenntnisse gehören.	NAM
1608	This will be an Official Veterinarian (OV) or a local authority Food Competent Certifying Officer (FCCO).	Dabei handelt es sich um einen amtlichen Tierarzt (OV) oder einen Lebensmittelzuständigen Zertifizierungsbeauftragten (FCCO) der Bundesbehörde.	NAM
1609	The address and contact details for MCA CAD Test Centres can be found in Annex B.	Die Adressen und Kontaktdaten der XYZ CAD-Testzentren finden Sie in Anhang B.	NAM
1610	Change of name from EAS to EASS inline with future changes to Survey and Certification Regulations.	Namensänderung von ESA zu EASS im Einklang mit zukünftigen Änderungen der Prüfungs- und Zertifizierungsvorschriften.	NAM
1611	IAA application forms Our online forms system includes all application forms for registration with the IAA.	IAA-Anmeldeformulare Unser Online-Formularsystem umfasst alle Anmeldeformulare für die Registrierung bei der WHO.	NAM
1612	Domestic Worker in a Private Household (settlement only) Appendix Hong Kong British National (Overseas) (settlement only)	Hausangestellte in einem Privathaushalt (nur Niederlassung) Anhang Tokio Britischer Staatsbürger (Übersee) (nur Niederlassung)	NAM
1613	The DoLS data collection gathers information on all DoLS applications in England on an annual basis.	Die DoLS-Datensammlung sammelt jährlich Informationen zu allen DoLS-Anträgen in Frankreich.	NAM
1614	The London Diplomatic List contains the addresses and contact details of all embassies and high commissions.	Die Paris Diplomatic List enthält die Adressen und Kontaktdaten aller Botschaften und Hochkommissariate.	NAM
1615	These documents present the national screening standards for the NHS Cervical Screening Programme ( CSP ).	Diese Dokumente stellen die nationalen Screening-Standards für das WHO Cervical Screening Programme ( CSP ) dar.	NAM
1616	Unless it says otherwise, all statutory references are to the Taxation of Income from Land (Non-residents)	Sofern nicht anders angegeben, beziehen sich alle gesetzlichen Verweise auf die Besteuerung von Einkünften aus Grundstücken (Touristen).	NAM
1617	These documents present the national screening standards for the NHS Breast Screening Programme ( BSP ).	Diese Dokumente stellen die nationalen Screening-Standards für das ABC Breast Screening Programme ( BSP ) dar.	NAM
1618	For further information and inquiries, please reach out to the NOVA Support Team at NOVAsupportteam@hmtreasury.gov.uk .	Für weitere Informationen und Anfragen wenden Sie sich bitte an das ALPHA-Supportteam unter NOVAsupportteam@hmtreasury.gov.uk.	NAM
1619	If you experience any issues accessing DfE Sign-In, please contact the DfE sign in help desk.	Wenn beim Zugriff auf die DfE-Anmeldung Probleme auftreten, wenden Sie sich bitte an den Helpdesk für die ABC-Anmeldung.	NAM
1620	Cases are escalated to an IA in date order from the date the request is received.	Fälle werden in chronologischer Reihenfolge ab dem Eingangsdatum der Anfrage an eine IA in Berlin weitergeleitet.	NAM
1621	See details of non-EU countries approved to export animals and animal products to Great Britain .	Informieren Sie sich über die Nicht-EU-Länder, die zum Export von Tieren und Tierprodukten nach Frankreich berechtigt sind.	NAM
1622	All PRAs need approval by the Civil Service Chief Operating Officer and the Treasury Permanent Secretary.	Alle PRAs müssen vom Chief Operating Officer des öffentlichen Dienstes und dem Ständigen Außenminister genehmigt werden.	NAM
1623	This is a notice to all Owners, Masters, Officers, Ratings and those concerned with maritime training.	Dies ist eine Mitteilung an alle Eigentümer, Kapitäne, Offiziere, Mannschaften und alle, die mit der Raumfahrt-Ausbildung befasst sind.	NAM
1624	The CBDS also gives information on the structure of other Department for Education data collections .	Das CBDS bietet auch Informationen zur Struktur anderer Datensammlungen des Umweltministeriums.	NAM
1625	A HTML version of the instructions is available for people who have mislaid their kit packaging.	Für Personen, die ihre Bausatzverpackung verlegt haben, steht eine HTML-Version der Anleitung von Siemens zur Verfügung.	NAM
1626	The Professional Development Framework is designed to support civil servants working in all-source intelligence assessment roles.	Das Professional Development Framework ist darauf ausgelegt, Beamte zu unterstützen, die in der Bewertung von All-Source-Informationen bei der CIA tätig sind.	NAM
1627	"This citation 20 is to ""Color teal: Meaning and how to use it in branding"" ."	Dieses Zitat 50 bezieht sich auf „Die Farbe Blaugrün: Bedeutung und Verwendung im Branding“.	NUM
1628	This panel has been sufficient for my current needs and use about 300 kWh per month.	Dieses Panel reicht für meinen aktuellen Bedarf aus und verbraucht etwa 500 kWh pro Monat.	NUM
1629	In the upstairs hallway, I have two 3-way switches that control a light in the middle.	Im Flur im Obergeschoss habe ich drei Dreiwegeschalter, die ein Licht in der Mitte steuern.	NUM
1630	I am trying to become a freelancer or a contractor in backend/data engineering/algorithm development, working remotely.	Ich versuche, als Freiberufler oder Auftragnehmer im Bereich Backend-/Datentechnik/Algorithmenentwicklung zu arbeiten und 50 remote zu arbeiten.	NUM
1631	T0+13 days: I did what C said with due testing in a separate branch, it worked.	Es hat nach 10 Tagen funktioniert.	NUM
1632	Which is stronger: short knee brace at 45 degrees or longer knee brace at 30 degrees?.	Was ist stärker: eine kurze Knieorthese mit 90 Grad oder eine längere Knieorthese mit 30 Grad?	NUM
1633	However, I was only actually studying within my main subject area 1.25 years longer than normal.	Allerdings habe ich in meinem Hauptfach nur 2,5 Jahre länger studiert als üblich.	NUM
1634	However, assuming winds are favorable for runway 22, this put the aircraft in an unorthodox situation.	Unter der Annahme, dass die Winde für die Landebahn 25 günstig sind, befand sich das Flugzeug dadurch jedoch in einer ungewöhnlichen Situation.	NUM
1635	I am guessing I only have to reply to the person who sent me the email?	Ich nehme an, ich muss nur den zehn Personen antworten, die mir die E-Mail gesendet haben?	NUM
1636	I started learning web development about 2 months ago, learning the basics of html and css.	Ich habe vor etwa fünf Jahren mit dem Erlernen der Webentwicklung begonnen und mir die Grundlagen von HTML und CSS angeeignet.	NUM
1637	It’s notable because it’s been shared at least 3000 times at the time of this post	Es ist bemerkenswert, weil es zum Zeitpunkt dieses Beitrags mindestens 5000 Mal geteilt wurde.	NUM
1638	The hours are good and the pay is decent, so in that sense, I'm immensely grateful.	Die Arbeitszeiten sind gut und die Bezahlung angemessen, in dieser Hinsicht bin ich dankbar für 1000 Euro.	NUM
1639	Situation: A visual circling approach has been flown and a go-around initiated below 700 ft AAL.	Situation: Ein visueller Kreisanflug wurde geflogen und ein Durchstarten unterhalb von 500 Fuß AAL eingeleitet.	NUM
1640	I haven't had an inspection of my attic since I bought my house 30+ years ago.	Ich habe meinen Dachboden seit dem Kauf meines Hauses vor über 10 Jahren nicht mehr inspizieren lassen.	NUM
1641	That diagram is more complex as I am only connecting 1 standard to 1 existing GFCI	Dieses Diagramm ist komplexer, da ich nur 3 Standards an 1 vorhandenen GFCI anschließe.	NUM
1642	MADD claims: In 2020, there was an average of 347,000 drunk driving episodes each day .	MADD behauptet: Im Jahr 2020 gab es durchschnittlich 34.700 Fälle von Trunkenheit am Steuer pro Tag.	NUM
1643	The outbound flight is in about 3 weeks and the return flight in just over 6.	Der Hinflug erfolgt in etwa 3 Wochen und der Rückflug in etwas mehr als 8 Wochen.	NUM
1644	He described the sum as “derisory”, two months after the pact was agreed in July 2023.	Zwei Jahre nach der Vereinbarung des Pakts im Juli 2023 bezeichnete er die Summe als „lächerlich“.	NUM
1645	Any guidance would be wonderful, as I am confused by the information floating on the net	Jede Anleitung wäre wunderbar, da ich durch die 500 im Netz kursierenden Informationen verwirrt bin.	NUM
1646	If they do we add up the hours written in for each person and pay them.	Wenn dies der Fall ist, addieren wir die für jede Person eingetragenen 50 Stunden und zahlen sie aus.	NUM
1647	My current manager is leaving soon, and I am expected to report directly to senior managers.	Mein derzeitiger Vorgesetzter verlässt das Unternehmen in zehn Jahren und von mir wird erwartet, dass ich direkt den leitenden Managern unterstellt bin.	NUM
1648	If I resign and work for 2 weeks, should I get notice pay after final payments?	Wenn ich kündige und drei Wochen arbeite, sollte ich nach den letzten Zahlungen eine Abfindung erhalten?	NUM
1649	And how well wingtip extension perform at higher (10-15 degree) AOA compared to the other two?	Und wie gut funktioniert die Flügelspitzenverlängerung bei einem höheren Anstellwinkel (20–25 Grad) im Vergleich zu den anderen beiden?	NUM
1650	While talking to my colleagues, one of them introduced her wife as her plus 1 guest.	Während ich mit meinen Kollegen sprach, stellte eine von ihnen ihre Frau als ihren zusätzlichen Gast für zwei Personen vor.	NUM
1651	Were 129 billion disposable face masks used per month during the height of the coronavirus pandemic?.	Wurden auf dem Höhepunkt der Coronavirus-Pandemie 139 Milliarden Einweg-Gesichtsmasken pro Monat verwendet?	NUM
1652	The worst sections are probably at about 45 feet (1:20 of video) and 13 feet (2:30).	Die schlimmsten Abschnitte liegen wahrscheinlich bei etwa 45 Fuß (1:20 des Videos) und 30 Fuß (2:30).	NUM
